questions,answers,intent
내가 요즘 건강이 많이 안좋아져서 걱정이 많아.,무슨 걱정을 많이 하시나요?,3
오늘 학교에서 기분 나쁜 일이 있었어.,기분이 안 좋아 보여요.,3
마을 이장이 아파서 삼 주째 회관에 나오지 않고 있지만 다음 주면 건강한 모습으로 나타날 거야.,마을 이장님이 다음 주면 건강한 모습으로 나타날 거라고 확신에 차셔서 기쁘시군요.,3
보이스피싱을 당해서 너무 당황스러워.,보이스피싱을 당해서 너무 당황스러우시군요.,3
헤어진 지 오래인데 자꾸 연락하는 전 남자친구 때문에 너무 힘들어.,자꾸 연락하는 전 남자친구 때문에 힘드시겠어요.,3
개인사를 털어놓았더니 약점이 되어버려서 얘기한 걸 후회했어.,솔직함이 약점이 되어서 후회하셨군요.,3
엄마랑 아빠랑 또 싸웠어.,부모님이 또 싸워서 상처를 받으셨군요.,3
뇌수술로 말을 더듬게 됐는데 건강할 때 자식들에게 사랑한다 말 한마디 못한 게 너무 후회스럽네.,건강하실 때 자식분들에게 마음을 제대로 못 전하셔서 슬프시겠어요.,3
늙었다고 사람들이 무시하니 슬프네.,그렇군요. 어떻게 하면 기분이 좋아질까요?,3
나 친구랑 놀기로 했다!,친구랑 놀기로 하셨군요.,3
내 수술비 때문에 팔았던 집을 자식들의 도움으로 다시 찾게 되었어.,집을 다시 찾게 되셨다니 정말 기쁘셨겠어요.,3
어떤 후배가 나보고 음료수 안 사줬다고 삐졌다고 하더라.,더 자세한 설명을 부탁드려도 될까요?,3
나 친구들이랑 싸웠어. 고립된 기분이 들어서 슬퍼.,친구들이랑 다퉈서 마음이 좋지 않군요. 어떠한 계기로 싸우게 되셨나요?,3
우리나라는 학연이나 지연이 제일 문제야. 재수 없어.,오늘은 화가 나 보이시네요. 무슨 일 있으셨나요?,3
나이가 들어서 몸은 아프지만 느긋하게 친구들과 지낼 수있어 정말 행복해.,나이가 들어서 몸은 아프더라도 친구들과 느긋한 시간을 보낼수있어서 행복하시군요. 앞으로는 어떻게 하실건가요?,3
내가 아프다는데 처치를 안 해줘.,이야기를 안 들어줘서 기분이 안 좋으시겠어요.,3
알고 보니 우리 과 선배 하나가 음란물 사이트 운영자였던 거 있지. 정말 구역질 나!,아는 사람이 음란물 사이트를 운영하는 걸 알게 돼서 기분이 언짢으셨겠네요. 어떻게 하면 기분이 나아질까요?,3
노인정에서 다른 노인들과 잘 지내지 못할까 봐 걱정이야.,노인정에서 잘 못 지내실까 봐 걱정이시군요. 조금 더 자세히 설명해 주시겠어요?,3
아까 어떤 할아버지가 나에게 욕을 해서 싸움이 붙을까 봐 그냥 피했어.,잘하셨어요. 그 할아버지 정말 무례하네요.,3
나는 두 친구한테 되게 공평하게 해줬는데. 한 친구가 질투가 심해서 너무 억울해.,한 친구의 질투 때문에 가운데서 억울하셨겠어요. 무슨 일이 있었나요?,3
내 직장 상사는 인맥도 넓고 평판도 좋은데 이번에 사기로 고소를 당해서 충격받았어.,좋게 평가했던 상사가 고소당했다는 사실에 충격받으셨겠어요.,3
이번 학교 축제 준비 중에 속상한 일이 있었어.,학교 축제를 준비하다가 속상한 일이 생기셨군요.,3
남자친구한테 실망했어.,남자친구의 어떤 모습이 실망스러우셨어요?,3
대학에서 아무리 친구를 사귀려고 해도 안 돼. 나는 친구를 만들 수 없나 봐.,친구 사귀기가 잘 안 되어서 속상하시군요.,3
요즘 장례식장에 갈 일이 많아져서 불안해.,장례식장에 갈일이 많아지셔서 불안하시군요. 무슨 일이세요?,3
얼마 전에 친구와 싸웠는데 너무 후회돼.,친구와 싸운 게 후회되시는군요. 더 자세히 말해주실 수 있나요?,3
모임에 가면 곱게 나이 든 친구가 있어. 학창 시절에도 예쁘더니 나이 들어도 예뻐서 질투심이 들 정도야.,친구분이 고와 보여 질투심을 느끼셨군요.,3
항암치료를 오래 해서 그런지 노인정에서 내가 제일 늙어 보이는 것 같아서 마음에 상처가 갔어.,노인정에서 제일 늙어 보여 상처받았겠어요.,3
회사에서 같이 밥을 먹던 동료들이 점점 나와 같이 밥을 먹으려 하지 않는 것 같아 속상해.,회사 동료들이 어떤 점에서 같이 밥을 먹으려 하지 않는다고 생각하시나요?,3
은퇴 후 함께하던 사람들과 더 이상 매일 볼 수 없다는 사실에 너무 슬펐어.,은퇴를 하게 되어 매일 보던 사람들을 떠나게 되니 마음이 아프시겠어요.,3
이번에 고등학교 동창회를 한다더군.,고등학교 동창회에 참석하실 건가요?,3
대학 동기들이 날 슬슬 피하는 거 같길래 무슨 일인가 했더니 어떤 녀석이 맨날 내 욕을 하고 다닌다네.,그런 일이 있었다니 많이 속상했겠어요. 뭔가 잘못한게 있었나요?,3
사회생활 하면서 사람들을 어떻게 대해야 하는지 걱정이야.,사람 관계가 걱정이시군요.,3
친구 사귀는 것이 어렵네.,친구 사귀기에 어려움이 있으신가 보네요.,3
나 후배랑 다투었어.,후배랑 다투셨군요. 무슨 일이 있으셨나요?,3
요즘 새로운 변화를 따라가지 못할까 봐 좀 걱정이야.,새로운 변화를 빠르게 따라잡지 못할까 봐 불안하시군요.,3
같이 일하는 동기가 자꾸 내 탓을 해서 같이 일하기 너무 싫어.,동기분 때문에 많이 속상하셨겠어요.,3
선천적으로 심장이 약한 나를 큰 소리로 놀라게 한 친구가 있었어. 생각하니 화가 나.,선천적으로 심장이 약한데 큰 소리로 놀라게 하는 친구 때문에 화가 나셨군요.,3
요즘 친구들한테 좀 실망한 부분이 있는 것 같아.,친구들한테 실망을 하셨군요.,3
모임에서 친구가 어려운 사정을 말하니까 모두가 도와줘서 내가 다 고맙고 기뻐.,정말 좋은 친구들을 옆에 두셨나 봐요.,3
내가 보호자도 없는데 신경 써주는 간호사에게 너무 고마워.,신경 써주는 것은 참 고마운 일인 것 같아요.,3
회사 선배 덕분에 일을 잘 마무리할 수 있었어. 정말 감사한 마음이 들어.,회사 선배 덕분에 업무를 잘 처리하셨군요. 선배에게 감사의 표현을 하고 싶으신가요?,3
졸업 작품 완성도 때문에 고민이었는데 교수님이 도와주셔서 마무리가 잘 된 것 같아. 기쁘고 감사해.,교수님 도움으로 졸업 작품을 잘 완성해서 기쁘시군요.,3
아내가 나와 살면서 내 병간호와 가난에 못 이겨 결국 집을 나가버려서 너무 슬퍼.,병간호와 가난에 지쳐 집을 나간 아내로부터 마음의 상처를 받으셨군요.,3
새 학교에 전학 갔더니 아는 친구가 한 명도 없어서 외로워.,친구가 없어서 외로우시군요. ,3
어제는 정말 기쁜 일이 있었어.,무슨 일이 있으셨나요?,3
나는 아들 집에 같이 살면서 도와주고 싶어. 그런데 아들은 자신의 집에 얹혀사는 것이 싫다고 하더라.,아드님이 그렇게 말씀하셔서 많이 당황스럽고 속상하였겠어요.,3
나 어제 아들이랑 같이 술 한잔했어.,아들이랑 사이가 좋으신가 봐요?,3
나는 몸도 안 좋은데 아내는 빛으로 돈을 다 날렸어. 돈도 마음도 남은 게 없어.,돈과 마음 둘 다 남아있는 게 없다고 느껴서 슬프시겠어요.,3
친구가 다 무슨 소용이야. 인생은 어차피 혼자야.,인생은 혼자라는 생각이 드시는군요. 무슨 일 있으세요?,3
요즘 인생에 대해서 후회감이 커.,어떠한 점이 후회되시나요?,3
친한 지인에게 당혹스러운 부탁을 받았어.,어떤 당혹스러운 부탁이었나요?,3
남자친구랑 헤어진 친구에게 위로는커녕 모진 말만 한 것 같아 죄책감이 들어.,친구를 위로하지 못하고 모진 말을 해서 감정이 힘드시군요.,3
내 여자친구가 어떤 남자와 같이 시내를 돌아다니고 있어.,여자친구한테 그런 모습을 보셔서 놀라셨겠어요.,3
친구가 얼마 전 죽었어. 충격이 너무 큰지 일도 손에 안 잡히고 온종일 눈물이 나.,너무나 슬프시겠어요. 어떤 친구였는지 알 수 있을까요?,3
방금 전에 친구랑 싸웠는데 마음이 진정되지 않네.,친구랑 싸우셔서 흥분한 상태이시군요. 무슨 일로 싸우셨나요?,3
내가 노망났다고 헛소문을 퍼트리다니 정말 용서할 수 없어.,헛소문을 듣고 화가 많이 나셨겠어요.,3
아내가 아픈데 자꾸 나한테 신경질을 내니까 나도 너무 지쳐.,아내 때문에 스트레스 받으시는군요.,3
아내가 골절 치료 후에 수중 재활 치료를 하는데 치료사가 아내와 너무 붙어있어서 질투가 나.,수중 재활치료사가 아내와 너무 붙어 있어 질투가 나겠어요.,3
오늘 회사에서 조롱당해서 너무 슬퍼.,회사에서 상처받는 말을 들어 슬픔을 느끼셨군요.,3
의사가 잘못 약을 처방해줘서 폐암인데 기침약을 세 달간 먹고 있었어.,약을 잘못 먹고 있었다니 황당하시겠어요.,3
다들 결혼에 관한 이야기만 해서 나 들으라고 저러나 싶어.,주변에서 결혼 이야기를 많이 들어서 스트레스를 받으신 것 같아요.,3
어제 지인이랑 통화하다 실수한 거 같아서 영 마음이 불편해.,통화하다 무슨 언짢은 일이라도 있으셨나요?,3
오늘 절친한 친구가 내 여자친구와 호텔에서 나오는 장면을 목격했어. 대인관계가 쓸모없어진 느낌이 들어.,친구와의 관계에서 환멸을 느끼셨군요.,3
오늘도 너무 짜증나는 일이 있었어.,짜증나는 일이 있으셨군요. 무슨 일이 있으신 건가요?,3
좋은 조건의 남자를 만나고 싶은데 만나도 결혼까지는 힘들 것 같아.,그런 생각이 들어 많이 속상하시겠어요.,3
같이 업무를 진행하기로 한 거래처 직원이 연락을 안 받아서 초조해.,연락을 받지 않아서 많이 초조하겠어요.,3
암이 재발해서 병원에 입원하는데 이번에는 노인정 사람들을 오래 못 볼 것 같아 불안해.,노인정 사람들을 오래 못 볼 것 같은 느낌이 들어서 불안한 마음이 드시는군요.,3
나를 진찰한 의사가 시기가 너무 늦어서 나에게 아무런 도움을 줄 수가 없다고 하네.,도움받을 수 없다니 힘드시겠어요. 조금 더 자세히 말씀해주실 수 있나요?,3
손자 체육대회에 가고 싶지만 내가 가면 손자가 창피하게 느낄 것 같아 두려워.,손자 체육대회에 함께 가면 손자가 창피하게 느낄 것 같아 걱정이 앞서는군요.,3
친구가 반찬을 해다 주어서 너무 감동했어.,좋은 친구를 두셨네요.,3
어제 우연히 작년에 헤어졌던 남자친구를 만났어. 멋있어졌더라.,헤어졌던 남자친구가 멋있어져서 기분이 어떠셨나요?,3
요양원에 함께 지내는 노인들 성깔이 사나워서 스트레스야.,함께 지내는 노인들 성깔이 사나워서 스트레스시군요.,3
어렸을 적부터 같이 자란 친구가 내 아내의 병원비를 들고 도망을 갔어. 너무 화가 나.,친구가 중요한 돈을 들고 가서 큰 배신감이 들겠어요.,3
내가 입원해 있는 사이 마을 청년회에서 우리 집 소 여물을 잘 챙겨 줬을 거야.,마을 청년회분들이 소 여물을 줬을 거라고 확신하시는 군요.,3
인사를 걸어온 사람의 이름이 생각나지 않아 무척 당황했던 일이 있었어.,순간적으로 매우 당황스러우셨겠네요. 그래서 어떻게 행동하셨나요?,3
친구가 중요한 날에 지각해서 너무 실망했어.,친구가 늦게 나와 실망했군요. 더 구체적으로 설명해주시겠어요?,3
열등감이 생기는 게 남을 의식해서 그런가?,어쩌다가 그런 고민이 생긴 건지 말씀해주실 수 있나요?,3
어린 시절에 있었던 내 치부를 지금도 이야기하는 친구가 있어서 당황스러워.,숨기고 싶은 부끄러운 부분을 드러내는 친구가 있어서 당황스러우시군요. 조금 더 자세히 말씀해 주시겠어요?,3
친구랑 오해가 풀렸어. 다행이야.,친구 분과 오해를 풀어서 다행이라고 생각하시는 군요.,3
나도 이제 나이가 드니까 동네에서는 아무 도움도 못 돼서 정말 슬퍼.,동네에 아무 도움이 되지 못해서 슬프시군요.,3
노력 끝에 대기업에 취직한 친구가 일이 힘들다며 자살을 했어.,친구가 자살을 했다니 많이 슬프시겠어요.,3
집주인이 허락도 없이 내 집을 자꾸 들락날락거려.,화가 많이 낫겠어요.,3
매일 나에게 연락해서 돈만 빌려가는 친구에게 분노했어.,돈만 찾는 친구에게 분노하셨군요.,3
아내가 어제 나에게 위암이라고 삼 년 만에 말해서 너무 슬퍼.,아내가 아프셔서 슬프시겠어요.,3
언니가 자꾸 암 보험에 가입하라고 매일 전화해서 스트레스받아.,계속되는 언니의 보험 권유 전화에 스트레스를 받으시는군요.,3
남편의 간경변증이 걱정되어 술을 그만 마시라고 했더니 나에게 폭력을 휘둘렀어.,간경변증이 걱정되어 하신 말씀에 남편 분께서 폭력을 휘둘러서 당황스럽고 화도 많이 나시겠어요.,3
나 드디어 몇 년 동안 못 만났던 어릴 적 친구를 만나게 되었어.,오랫동안 못 보던 친구를 만나시다니 기분이 좋으시겠어요.,3
친한 여동생이 급성 백혈병으로 갑자기 세상을 떠났어. 아기도 두 명이나 있는데 어쩌나.,친한 동생이 급작스럽게 돌아가셔서 심란하시군요.,3
나는 회식에 가기 싫은데 부장님께서 또 회식 가자고 하셔.,갑작스러운 회식은 정말 당황스럽겠군요.,3
